time,rain_fall,temp,humidity,wind_direction,wind_speed,rain_now,rain_next_hour
7/3/2017 20:00,0,28.3,95.0,NA,NA,No,No
7/3/2017 21:00,0,27.9,95.0,NA,NA,No,No
7/3/2017 22:00,0,28,95.0,NA,NA,No,No
7/3/2017 23:00,0,27.8,95.0,NA,NA,No,No
7/4/2017 0:00,0,27.5,95.0,NA,NA,No,No
7/4/2017 1:00,0,27,94.0,NW,1,No,No
7/4/2017 2:00,0,26.9,94.0,NA,NA,No,No
7/4/2017 3:00,0,26.8,95.0,NA,NA,No,No
7/4/2017 4:00,0,26.5,95.0,NA,NA,No,No
7/4/2017 5:00,0,26.4,94.0,NA,NA,No,No
7/4/2017 6:00,0,27.7,91.0,NA,NA,No,No
7/4/2017 7:00,0,30.9,87.0,Unknown,0,No,No
7/4/2017 8:00,0,32.6,87.0,NA,NA,No,No
7/4/2017 9:00,0,33.7,85.0,NA,NA,No,No
7/4/2017 10:00,0,35.3,87.0,NA,NA,No,No
7/4/2017 11:00,0,35.9,82.0,NA,NA,No,No
7/4/2017 12:00,0,34.8,81.0,NA,NA,No,No
7/4/2017 13:00,0,35.3,87.0,ESE,1,No,No
7/4/2017 14:00,0,32.4,90.0,NA,NA,No,No
7/4/2017 15:00,0,33.5,96.0,NA,NA,No,No
7/4/2017 16:00,0,34.2,95.0,NA,NA,No,No
7/4/2017 17:00,0,33.2,91.0,NA,NA,No,No
7/4/2017 18:00,0,31.8,89.0,NA,NA,No,No
7/4/2017 19:00,0,30.8,88.0,ESE,1,No,No
7/4/2017 20:00,0,30.2,87.0,NA,NA,No,No
7/4/2017 21:00,0,29.5,86.0,NA,NA,No,No
7/4/2017 22:00,0,28.3,86.0,NA,NA,No,No
7/4/2017 23:00,0,27.6,89.0,NA,NA,No,No
7/5/2017 0:00,0,27.4,88.0,NA,NA,No,No
7/5/2017 1:00,0,27.3,88.0,Unknown,0,No,No
7/5/2017 2:00,0,26.7,89.0,NA,NA,No,No
7/5/2017 3:00,0,26.3,90.0,NA,NA,No,No
7/5/2017 4:00,0,26.2,93.0,NA,NA,No,No
7/5/2017 5:00,0,26.4,95.0,NA,NA,No,No
7/5/2017 6:00,0,26.9,96.0,NA,NA,No,No
7/5/2017 7:00,0,28.4,86.0,Unknown,0,No,No
7/5/2017 8:00,0,29.8,85.0,NA,NA,No,No
7/5/2017 9:00,0,31.7,86.0,NA,NA,No,No
7/5/2017 10:00,0,33.5,89.0,NA,NA,No,No
7/5/2017 11:00,0,34.3,89.0,NA,NA,No,No
7/5/2017 12:00,0,34.8,79.0,NA,NA,No,No
7/5/2017 13:00,0,33.9,78.0,SE,1,No,No
7/5/2017 14:00,0,33.6,77.0,NA,NA,No,No
7/5/2017 15:00,0,32.7,78.0,NA,NA,No,No
7/5/2017 16:00,0,31.5,82.0,NA,NA,No,No
7/5/2017 17:00,0,30.8,84.0,NA,NA,No,No
7/5/2017 18:00,0,30.1,86.0,NA,NA,No,No
7/5/2017 19:00,0,29.9,88.0,SSE,1,No,No
7/5/2017 20:00,0,29.7,89.0,NA,NA,No,No
7/5/2017 21:00,0,29.7,90.0,NA,NA,No,No
7/5/2017 22:00,0,29,91.0,NA,NA,No,No
7/5/2017 23:00,0,27.6,95.0,NA,NA,No,No
7/6/2017 0:00,0,26.8,95.0,NA,NA,No,No
7/6/2017 1:00,0,26.5,94.0,NNE,1,No,No
7/6/2017 2:00,0,26.2,95.0,NA,NA,No,No
7/6/2017 3:00,0,26.2,95.0,NA,NA,No,No
7/6/2017 4:00,0,26.3,95.0,NA,NA,No,No
7/6/2017 5:00,0,26.3,95.0,NA,NA,No,No
7/6/2017 6:00,0,26.6,95.0,NA,NA,No,No
7/6/2017 7:00,0,28,91.0,Unknown,0,No,No
7/6/2017 8:00,0,28.9,88.0,NA,NA,No,No
7/6/2017 9:00,0,30.1,89.0,NA,NA,No,No
7/6/2017 10:00,0,31.3,87.0,NA,NA,No,No
7/6/2017 11:00,0,32.2,82.0,NA,NA,No,No
7/6/2017 12:00,0,32.1,79.0,NA,NA,No,No
7/6/2017 13:00,0,31.9,82.0,SE,1,No,Yes
7/6/2017 14:00,0.1,30.7,76.0,NA,NA,Yes,Yes
7/6/2017 15:00,3.8,28.4,74.0,NA,NA,Yes,No
7/6/2017 16:00,0,27.9,77.0,NA,NA,No,No
7/6/2017 17:00,0,27.8,83.0,NA,NA,No,No
7/6/2017 18:00,0,27.4,87.0,NA,NA,No,No
7/6/2017 19:00,0,27,89.0,SSW,1,No,No
7/6/2017 20:00,0,26.8,89.0,NA,NA,No,No
7/6/2017 21:00,0,26.8,91.0,NA,NA,No,No
7/6/2017 22:00,0,26.9,92.0,NA,NA,No,No
7/6/2017 23:00,0,27,92.0,NA,NA,No,No
7/7/2017 0:00,0,26.8,93.0,NA,NA,No,No
7/7/2017 1:00,0,26.7,92.0,Unknown,0,No,No
7/7/2017 2:00,0,26.7,92.0,NA,NA,No,No
7/7/2017 3:00,0,26.4,93.0,NA,NA,No,No
7/7/2017 4:00,0,26.3,93.0,NA,NA,No,No
7/7/2017 5:00,0,26.3,94.0,NA,NA,No,No
7/7/2017 6:00,0,27.5,96.0,NA,NA,No,No
7/7/2017 7:00,0,29.4,96.0,WSW,1,No,No
7/7/2017 8:00,0,31.2,96.0,NA,NA,No,No
7/7/2017 9:00,0,33.2,96.0,NA,NA,No,No
7/7/2017 10:00,0,34.6,95.0,NA,NA,No,No
7/7/2017 11:00,0,35.7,93.0,NA,NA,No,No
7/7/2017 12:00,0,35.6,89.0,NA,NA,No,No
7/7/2017 13:00,0,35.9,86.0,E,1,No,No
7/7/2017 14:00,0,34.6,90.0,NA,NA,No,No
7/7/2017 15:00,0,33.3,92.0,NA,NA,No,No
7/7/2017 16:00,0,30.4,94.0,NA,NA,No,No
7/7/2017 17:00,0,30.5,95.0,NA,NA,No,No
7/7/2017 18:00,0,29.4,95.0,NA,NA,No,Yes
7/7/2017 19:00,0.1,28.8,95.0,Unknown,0,Yes,No
7/7/2017 20:00,0,28.3,95.0,NA,NA,No,No
7/7/2017 21:00,0,28,95.0,NA,NA,No,No
7/7/2017 22:00,0,28.3,95.0,NA,NA,No,No
7/7/2017 23:00,0,28.1,95.0,NA,NA,No,No
7/8/2017 0:00,0,27.9,95.0,NA,NA,No,No
7/8/2017 1:00,0,27.7,95.0,Unknown,0,No,No
7/8/2017 2:00,0,27.4,96.0,NA,NA,No,No
7/8/2017 3:00,0,26.8,96.0,NA,NA,No,No
7/8/2017 4:00,0,26.6,96.0,NA,NA,No,No
7/8/2017 5:00,0,26.5,96.0,NA,NA,No,No
7/8/2017 6:00,0,27.2,95.0,NA,NA,No,No
7/8/2017 7:00,0,30.6,95.0,Unknown,0,No,No
7/8/2017 8:00,0,32.4,94.0,NA,NA,No,No
7/8/2017 9:00,0,34.4,88.0,NA,NA,No,No
7/8/2017 10:00,0,35.4,85.0,NA,NA,No,No
7/8/2017 11:00,0,36.1,76.0,NA,NA,No,No
7/8/2017 12:00,0,36.4,73.0,NA,NA,No,No
7/8/2017 13:00,0,35.7,81.0,ESE,1,No,No
7/8/2017 14:00,0,34.6,72.0,NA,NA,No,No
7/8/2017 15:00,0,33.6,73.0,NA,NA,No,No
7/8/2017 16:00,0,32.9,76.0,NA,NA,No,No
7/8/2017 17:00,0,32.1,81.0,NA,NA,No,No
7/8/2017 18:00,0,31,83.0,NA,NA,No,No
7/8/2017 19:00,0,30.4,87.0,S,1,No,No
7/8/2017 20:00,0,30.3,89.0,NA,NA,No,No
7/8/2017 21:00,0,29.6,90.0,NA,NA,No,No
7/8/2017 22:00,0,29.2,91.0,NA,NA,No,No
7/8/2017 23:00,0,28.3,91.0,NA,NA,No,No
7/9/2017 0:00,0,27.8,90.0,NA,NA,No,No
7/9/2017 1:00,0,27.3,91.0,NW,1,No,No
7/9/2017 2:00,0,26.9,92.0,NA,NA,No,No
7/9/2017 3:00,0,26.7,93.0,NA,NA,No,No
7/9/2017 4:00,0,26.6,92.0,NA,NA,No,No
7/9/2017 5:00,0,26.7,90.0,NA,NA,No,No
7/9/2017 6:00,0,27.8,88.0,NA,NA,No,No
7/9/2017 7:00,0,30.1,83.0,NW,1,No,No
7/9/2017 8:00,0,32.1,74.0,NA,NA,No,No
7/9/2017 9:00,0,34.1,70.0,NA,NA,No,No
7/9/2017 10:00,0,35,68.0,NA,NA,No,No
7/9/2017 11:00,0,35.7,66.0,NA,NA,No,No
7/9/2017 12:00,0,35.8,68.0,NA,NA,No,No
7/9/2017 13:00,0,35.4,68.0,ESE,2,No,No
7/9/2017 14:00,0,34.9,67.0,NA,NA,No,No
7/9/2017 15:00,0,33.8,67.0,NA,NA,No,No
7/9/2017 16:00,0,32.3,73.0,NA,NA,No,No
7/9/2017 17:00,0,30.2,79.0,NA,NA,No,No
7/9/2017 18:00,0,28.7,89.0,NA,NA,No,No
7/9/2017 19:00,0,28.4,90.0,WNW,1,No,No
7/9/2017 20:00,0,27.9,89.0,NA,NA,No,No
7/9/2017 21:00,0,27.6,89.0,NA,NA,No,No
7/9/2017 22:00,0,27.4,89.0,NA,NA,No,No
7/9/2017 23:00,0,27.1,90.0,NA,NA,No,No
7/10/2017 0:00,0,26.8,93.0,NA,NA,No,No
7/10/2017 1:00,0,26.7,93.0,Unknown,0,No,No
7/10/2017 2:00,0,26.6,93.0,NA,NA,No,No
7/10/2017 3:00,0,26.4,92.0,NA,NA,No,No
7/10/2017 4:00,0,26.2,92.0,NA,NA,No,No
7/10/2017 5:00,0,26.1,92.0,NA,NA,No,No
7/10/2017 6:00,0,27,92.0,NA,NA,No,No
7/10/2017 7:00,0,30,88.0,NNW,1,No,No
7/10/2017 8:00,0,32.2,83.0,NA,NA,No,No
7/10/2017 9:00,0,33.9,73.0,NA,NA,No,No
7/10/2017 10:00,0,34.5,69.0,NA,NA,No,No
7/10/2017 11:00,0,35.8,68.0,NA,NA,No,No
7/10/2017 12:00,0,35.9,65.0,NA,NA,No,No
7/10/2017 13:00,0,35.7,63.0,ESE,1,No,No
7/10/2017 14:00,0,30.2,63.0,NA,NA,No,No
7/10/2017 15:00,0,28.1,66.0,NA,NA,No,No
7/10/2017 16:00,0,27.2,70.0,NA,NA,No,No
7/10/2017 17:00,0,27.7,81.0,NA,NA,No,No
7/10/2017 18:00,0,27.2,86.0,NA,NA,No,No
7/10/2017 19:00,0,27.1,88.0,WSW,1,No,No
7/10/2017 20:00,0,27.4,89.0,NA,NA,No,No
7/10/2017 21:00,0,27.2,89.0,NA,NA,No,No
7/10/2017 22:00,0,27,91.0,NA,NA,No,No
7/10/2017 23:00,0,26.9,93.0,NA,NA,No,No
7/11/2017 0:00,0,26.7,96.0,NA,NA,No,No
7/11/2017 1:00,0,26.5,95.0,SW,1,No,No
7/11/2017 2:00,0,26.4,95.0,NA,NA,No,No
7/11/2017 3:00,0,26.1,95.0,NA,NA,No,No
7/11/2017 4:00,0,26,96.0,NA,NA,No,No
7/11/2017 5:00,0,26.2,97.0,NA,NA,No,No
7/11/2017 6:00,0,26.8,91.0,NA,NA,No,No
7/11/2017 7:00,0,28.7,91.0,N,1,No,No
7/11/2017 8:00,0,30.9,85.0,NA,NA,No,No
7/11/2017 9:00,0,32.7,74.0,NA,NA,No,No
7/11/2017 10:00,0,33.7,71.0,NA,NA,No,No
7/11/2017 11:00,0,34.7,85.0,NA,NA,No,No
7/11/2017 12:00,0,34.6,82.0,NA,NA,No,No
7/11/2017 13:00,0,34.1,76.0,E,1,No,No
7/11/2017 14:00,0,33.5,77.0,NA,NA,No,No
7/11/2017 15:00,0,33,85.0,NA,NA,No,No
7/11/2017 16:00,0,31.6,86.0,NA,NA,No,No
7/11/2017 17:00,0,30.5,88.0,NA,NA,No,No
7/11/2017 18:00,0,28.1,89.0,NA,NA,No,Yes
7/11/2017 19:00,0.8,27.2,91.0,Unknown,0,Yes,No
7/11/2017 20:00,0,26.7,92.0,NA,NA,No,No
7/11/2017 21:00,0,26.7,95.0,NA,NA,No,No
7/11/2017 22:00,0,26.6,95.0,NA,NA,No,No
7/11/2017 23:00,0,26.2,94.0,NA,NA,No,No
7/12/2017 0:00,0,26.1,95.0,NA,NA,No,No
7/12/2017 1:00,0,25.9,95.0,Unknown,0,No,No
7/12/2017 2:00,0,25.6,95.0,NA,NA,No,No
7/12/2017 3:00,0,25.1,96.0,NA,NA,No,No
7/12/2017 4:00,0,25,96.0,NA,NA,No,No
7/12/2017 5:00,0,25.1,97.0,NA,NA,No,No
7/12/2017 6:00,0,26.2,97.0,NA,NA,No,No
7/12/2017 7:00,0,28.9,94.0,NNW,1,No,No
7/12/2017 8:00,0,30.5,92.0,NA,NA,No,No
7/12/2017 9:00,0,31.9,86.0,NA,NA,No,No
7/12/2017 10:00,0,32.9,80.0,NA,NA,No,No
7/12/2017 11:00,0,34.2,78.0,NA,NA,No,No
7/12/2017 12:00,0,34.1,77.0,NA,NA,No,No
7/12/2017 13:00,0,34.4,73.0,ESE,1,No,No
7/12/2017 14:00,0,34.2,78.0,NA,NA,No,No
7/12/2017 15:00,0,33.2,79.0,NA,NA,No,No
7/12/2017 16:00,0,31.9,86.0,NA,NA,No,No
7/12/2017 17:00,0,30.7,89.0,NA,NA,No,Yes
7/12/2017 18:00,0.1,27.2,91.0,NA,NA,Yes,Yes
7/12/2017 19:00,0.2,26.3,92.0,WSW,2,Yes,No
7/12/2017 20:00,0,26.2,93.0,NA,NA,No,No
7/12/2017 21:00,0,26.2,93.0,NA,NA,No,Yes
7/12/2017 22:00,0.1,26.1,92.0,NA,NA,Yes,Yes
7/12/2017 23:00,0.2,25.8,93.0,NA,NA,Yes,No
7/13/2017 0:00,0,25.8,94.0,NA,NA,No,No
7/13/2017 1:00,0,25.8,96.0,NNW,1,No,No
7/13/2017 2:00,0,25.6,96.0,NA,NA,No,No
7/13/2017 3:00,0,25.5,97.0,NA,NA,No,No
7/13/2017 4:00,0,25.5,98.0,NA,NA,No,No
7/13/2017 5:00,0,25.6,98.0,NA,NA,No,No
7/13/2017 6:00,0,25.8,97.0,NA,NA,No,No
7/13/2017 7:00,0,27.7,91.0,NNW,1,No,No
7/13/2017 8:00,0,29.2,78.0,NA,NA,No,No
7/13/2017 9:00,0,29.6,72.0,NA,NA,No,No
7/13/2017 10:00,0,30.3,72.0,NA,NA,No,No
7/13/2017 11:00,0,31.1,69.0,NA,NA,No,No
7/13/2017 12:00,0,30.6,70.0,NA,NA,No,No
7/13/2017 13:00,0,30.5,67.0,N,1,No,No
7/13/2017 14:00,0,30.6,72.0,NA,NA,No,No
7/13/2017 15:00,0,30.9,72.0,NA,NA,No,No
7/13/2017 16:00,0,30.5,81.0,NA,NA,No,No
7/13/2017 17:00,0,29.3,88.0,NA,NA,No,Yes
7/13/2017 18:00,58.8,25.3,90.0,NA,NA,Yes,Yes
7/13/2017 19:00,21.6,24.3,92.0,WNW,3,Yes,Yes
7/13/2017 20:00,0.2,24.4,93.0,NA,NA,Yes,No
7/13/2017 21:00,0,24.5,92.0,NA,NA,No,No
7/13/2017 22:00,0,24.6,92.0,NA,NA,No,No
7/13/2017 23:00,0,24.9,93.0,NA,NA,No,No
7/14/2017 0:00,0,25.2,94.0,NA,NA,No,No
7/14/2017 1:00,0,25.2,94.0,NNW,1,No,No
7/14/2017 2:00,0,25.2,93.0,NA,NA,No,No
7/14/2017 3:00,0,25.1,94.0,NA,NA,No,No
7/14/2017 4:00,0,25.2,94.0,NA,NA,No,No
7/14/2017 5:00,0,25.4,94.0,NA,NA,No,No
7/14/2017 6:00,0,25.9,93.0,NA,NA,No,No
7/14/2017 7:00,0,27.3,84.0,NNW,1,No,No
7/14/2017 8:00,0,28.6,76.0,NA,NA,No,No
7/14/2017 9:00,0,30.1,73.0,NA,NA,No,No
7/14/2017 10:00,0,31.5,71.0,NA,NA,No,No
7/14/2017 11:00,0,31.6,68.0,NA,NA,No,No
7/14/2017 12:00,0,31.8,67.0,NA,NA,No,No
7/14/2017 13:00,0,32.3,69.0,NE,1,No,Yes
7/14/2017 14:00,4.7,30.2,69.0,NA,NA,Yes,Yes
7/14/2017 15:00,2.6,28.6,73.0,NA,NA,Yes,No
7/14/2017 16:00,0,27.1,79.0,NA,NA,No,No
7/14/2017 17:00,0,27.1,88.0,NA,NA,No,No
7/14/2017 18:00,0,27.3,91.0,NA,NA,No,No
7/14/2017 19:00,0,27.1,93.0,Unknown,0,No,Yes
7/14/2017 20:00,0.2,27,93.0,NA,NA,Yes,No
7/14/2017 21:00,0,26.7,93.0,NA,NA,No,No
7/14/2017 22:00,0,26.6,94.0,NA,NA,No,No
7/14/2017 23:00,0,26.6,95.0,NA,NA,No,No
7/15/2017 0:00,0,26.4,94.0,NA,NA,No,No
7/15/2017 1:00,0,25.9,96.0,Unknown,0,No,No
7/15/2017 2:00,0,25.7,97.0,NA,NA,No,No
7/15/2017 3:00,0,25.7,97.0,NA,NA,No,No
7/15/2017 4:00,0,25.7,97.0,NA,NA,No,No
7/15/2017 5:00,0,25.7,97.0,NA,NA,No,No
7/15/2017 6:00,0,26,97.0,NA,NA,No,No
7/15/2017 7:00,0,26.6,93.0,W,1,No,No
7/15/2017 8:00,0,27.6,88.0,NA,NA,No,No
7/15/2017 9:00,0,29,79.0,NA,NA,No,No
7/15/2017 10:00,0,29.1,77.0,NA,NA,No,No
7/15/2017 11:00,0,29.3,76.0,NA,NA,No,No
7/15/2017 12:00,0,29.2,81.0,NA,NA,No,No
7/15/2017 13:00,0,28.9,76.0,SE,1,No,No
7/15/2017 14:00,0,29.2,85.0,NA,NA,No,Yes
7/15/2017 15:00,7.3,26.8,81.0,NA,NA,Yes,Yes
7/15/2017 16:00,1,26.1,86.0,NA,NA,Yes,Yes
7/15/2017 17:00,0.3,25.5,89.0,NA,NA,Yes,No
7/15/2017 18:00,0,25.2,91.0,NA,NA,No,No
7/15/2017 19:00,0,25.1,93.0,SSW,1,No,No
7/15/2017 20:00,0,25.3,93.0,NA,NA,No,No
7/15/2017 21:00,0,25.3,95.0,NA,NA,No,No
7/15/2017 22:00,0,25.4,94.0,NA,NA,No,No
7/15/2017 23:00,0,25.6,95.0,NA,NA,No,No
7/16/2017 0:00,0,25.6,95.0,NA,NA,No,No
7/16/2017 1:00,0,25.6,96.0,SSW,1,No,Yes
7/16/2017 2:00,0.1,25.6,96.0,NA,NA,Yes,Yes
7/16/2017 3:00,0.2,25.6,96.0,NA,NA,Yes,Yes
7/16/2017 4:00,0.8,25.7,97.0,NA,NA,Yes,Yes
7/16/2017 5:00,0.9,25.7,97.0,NA,NA,Yes,Yes
7/16/2017 6:00,0.6,25.8,97.0,NA,NA,Yes,Yes
7/16/2017 7:00,0.2,25.7,92.0,Unknown,0,Yes,Yes
7/16/2017 8:00,0.1,26.2,88.0,NA,NA,Yes,No
7/16/2017 9:00,0,26.6,86.0,NA,NA,No,Yes
7/16/2017 10:00,0.1,27.5,74.0,NA,NA,Yes,No
7/16/2017 11:00,0,28.9,72.0,NA,NA,No,No
7/16/2017 12:00,0,30.1,73.0,NA,NA,No,No
7/16/2017 13:00,0,30.5,74.0,S,1,No,No
7/16/2017 14:00,0,30.4,74.0,NA,NA,No,No
7/16/2017 15:00,0,30.6,76.0,NA,NA,No,No
7/16/2017 16:00,0,30,77.0,NA,NA,No,Yes
7/16/2017 17:00,0.3,28.4,79.0,NA,NA,Yes,No
7/16/2017 18:00,0,27.6,80.0,NA,NA,No,No
7/16/2017 19:00,0,27.4,92.0,SE,1,No,No
7/16/2017 20:00,0,27.4,91.0,NA,NA,No,No
7/16/2017 21:00,0,27.2,87.0,NA,NA,No,No
7/16/2017 22:00,0,27,87.0,NA,NA,No,No
7/16/2017 23:00,0,26.7,88.0,NA,NA,No,No
7/17/2017 0:00,0,26.5,87.0,NA,NA,No,No
7/17/2017 1:00,0,26.4,88.0,Unknown,0,No,No
7/17/2017 2:00,0,26.4,83.0,NA,NA,No,No
7/17/2017 3:00,0,26.4,82.0,NA,NA,No,No
7/17/2017 4:00,0,26.4,83.0,NA,NA,No,No
7/17/2017 5:00,0,26.4,88.0,NA,NA,No,No
7/17/2017 6:00,0,27.7,92.0,NA,NA,No,No
7/17/2017 7:00,0,29.2,88.0,N,1,No,No
7/17/2017 8:00,0,30.3,82.0,NA,NA,No,No
7/17/2017 9:00,0,31.5,88.0,NA,NA,No,No
7/17/2017 10:00,0,31.8,76.0,NA,NA,No,No
7/17/2017 11:00,0,32.7,76.0,NA,NA,No,No
7/17/2017 12:00,0,33.3,89.0,NA,NA,No,No
7/17/2017 13:00,0,33.6,95.0,S,1,No,No
7/17/2017 14:00,0,33.9,95.0,NA,NA,No,No
7/17/2017 15:00,0,33.3,95.0,NA,NA,No,No
7/17/2017 16:00,0,31.9,93.0,NA,NA,No,No
7/17/2017 17:00,0,29.9,92.0,NA,NA,No,No
7/17/2017 18:00,0,29,90.0,NA,NA,No,No
7/17/2017 19:00,0,28.4,90.0,NNW,1,No,No
7/17/2017 20:00,0,28,93.0,NA,NA,No,No
7/17/2017 21:00,0,27.6,93.0,NA,NA,No,No
7/17/2017 22:00,0,27.4,95.0,NA,NA,No,No
7/17/2017 23:00,0,27,92.0,NA,NA,No,No
7/18/2017 0:00,0,26.8,91.0,NA,NA,No,No
7/18/2017 1:00,0,26.7,88.0,SSW,1,No,No
7/18/2017 2:00,0,26.6,83.0,NA,NA,No,No
7/18/2017 3:00,0,26.5,84.0,NA,NA,No,No
7/18/2017 4:00,0,26.4,83.0,NA,NA,No,No
7/18/2017 5:00,0,26.5,85.0,NA,NA,No,No
7/18/2017 6:00,0,27.4,85.0,NA,NA,No,No
7/18/2017 7:00,0,28.1,81.0,SSW,1,No,No
7/18/2017 8:00,0,29.4,83.0,NA,NA,No,No
7/18/2017 9:00,0,31,84.0,NA,NA,No,No
7/18/2017 10:00,0,32.7,85.0,NA,NA,No,No
7/18/2017 11:00,0,33.2,89.0,NA,NA,No,No
7/18/2017 12:00,0,33.2,88.0,NA,NA,No,No
7/18/2017 13:00,0,33.3,81.0,ESE,2,No,Yes
7/18/2017 14:00,21.3,30,85.0,NA,NA,Yes,Yes
7/18/2017 15:00,26,24.9,74.0,NA,NA,Yes,Yes
7/18/2017 16:00,1.8,24.6,72.0,NA,NA,Yes,Yes
7/18/2017 17:00,0.7,24.9,70.0,NA,NA,Yes,No
7/18/2017 18:00,0,25.3,70.0,NA,NA,No,No
7/18/2017 19:00,0,25.6,71.0,NW,1,No,No
7/18/2017 20:00,0,25.8,70.0,NA,NA,No,No
7/18/2017 21:00,0,25.7,70.0,NA,NA,No,No
7/18/2017 22:00,0,25.7,69.0,NA,NA,No,No
7/18/2017 23:00,0,25.7,68.0,NA,NA,No,No
7/19/2017 0:00,0,25.4,68.0,NA,NA,No,No
7/19/2017 1:00,0,25.1,68.0,Unknown,0,No,No
7/19/2017 2:00,0,25,72.0,NA,NA,No,No
7/19/2017 3:00,0,24.8,75.0,NA,NA,No,No
7/19/2017 4:00,0,24.7,75.0,NA,NA,No,No
7/19/2017 5:00,0,24.9,76.0,NA,NA,No,No
7/19/2017 6:00,0,25.4,77.0,NA,NA,No,No
7/19/2017 7:00,0,26.8,73.0,S,1,No,No
7/19/2017 8:00,0,28.9,77.0,NA,NA,No,No
7/19/2017 9:00,0,30.5,70.0,NA,NA,No,No
7/19/2017 10:00,0,31.6,68.0,NA,NA,No,No
7/19/2017 11:00,0,32.4,68.0,NA,NA,No,No
7/19/2017 12:00,0,33.3,69.0,NA,NA,No,No
7/19/2017 13:00,0,33.2,58.0,E,1,No,No
7/19/2017 14:00,0,31.5,55.0,NA,NA,No,Yes
7/19/2017 15:00,2.5,27.3,59.0,NA,NA,Yes,Yes
7/19/2017 16:00,3.2,26.5,63.0,NA,NA,Yes,Yes
7/19/2017 17:00,12.5,25.6,67.0,NA,NA,Yes,Yes
7/19/2017 18:00,0.9,25.9,67.0,NA,NA,Yes,No
7/19/2017 19:00,0,25.7,68.0,Unknown,0,No,No
7/19/2017 20:00,0,25.6,67.0,NA,NA,No,No
7/19/2017 21:00,0,25.7,66.0,NA,NA,No,No
7/19/2017 22:00,0,25.5,64.0,NA,NA,No,No
7/19/2017 23:00,0,25.5,64.0,NA,NA,No,No
7/20/2017 0:00,0,25.4,64.0,NA,NA,No,No
7/20/2017 1:00,0,25.3,63.0,Unknown,0,No,No
7/20/2017 2:00,0,25,64.0,NA,NA,No,No
7/20/2017 3:00,0,24.9,64.0,NA,NA,No,No
7/20/2017 4:00,0,24.7,67.0,NA,NA,No,No
7/20/2017 5:00,0,24.8,69.0,NA,NA,No,No
7/20/2017 6:00,0,25.3,70.0,NA,NA,No,No
7/20/2017 7:00,0,27.4,73.0,Unknown,0,No,No
7/20/2017 8:00,0,29.6,76.0,NA,NA,No,No
7/20/2017 9:00,0,30.7,79.0,NA,NA,No,No
7/20/2017 10:00,0,32.1,80.0,NA,NA,No,No
7/20/2017 11:00,0,32.5,70.0,NA,NA,No,No
7/20/2017 12:00,0,32.8,69.0,NA,NA,No,No
7/20/2017 13:00,0,32.9,69.0,ESE,1,No,No
7/20/2017 14:00,0,32.7,68.0,NA,NA,No,No
7/20/2017 15:00,0,31.6,69.0,NA,NA,No,No
7/20/2017 16:00,0,30.7,69.0,NA,NA,No,No
7/20/2017 17:00,0,30.2,70.0,NA,NA,No,No
7/20/2017 18:00,0,29.4,69.0,NA,NA,No,No
7/20/2017 19:00,0,28.6,69.0,Unknown,0,No,No
7/20/2017 20:00,0,27.9,70.0,NA,NA,No,No
7/20/2017 21:00,0,27.5,73.0,NA,NA,No,No
7/20/2017 22:00,0,27.1,74.0,NA,NA,No,No
7/20/2017 23:00,0,26.9,76.0,NA,NA,No,No
7/21/2017 0:00,0,26.7,81.0,NA,NA,No,No
7/21/2017 1:00,0,26.3,84.0,NW,1,No,No
7/21/2017 2:00,0,26,87.0,NA,NA,No,No
7/21/2017 3:00,0,25.8,88.0,NA,NA,No,No
7/21/2017 4:00,0,25.7,90.0,NA,NA,No,No
7/21/2017 5:00,0,25.7,92.0,NA,NA,No,No
7/21/2017 6:00,0,26.3,91.0,NA,NA,No,No
7/21/2017 7:00,0,28.3,87.0,NW,1,No,No
7/21/2017 8:00,0,30.2,89.0,NA,NA,No,No
7/21/2017 9:00,0,31.5,94.0,NA,NA,No,No
7/21/2017 10:00,0,31.9,98.0,NA,NA,No,No
7/21/2017 11:00,0,32.5,94.0,NA,NA,No,No
7/21/2017 12:00,0,33,89.0,NA,NA,No,No
7/21/2017 13:00,0,33.4,83.0,ENE,3,No,No
7/21/2017 14:00,0,33.2,79.0,NA,NA,No,No
7/21/2017 15:00,0,30.1,79.0,NA,NA,No,Yes
7/21/2017 16:00,0.2,28.6,81.0,NA,NA,Yes,No
7/21/2017 17:00,0,27.3,82.0,NA,NA,No,No
7/21/2017 18:00,0,26.8,83.0,NA,NA,No,No
7/21/2017 19:00,0,26.5,83.0,Unknown,0,No,No
7/21/2017 20:00,0,26.3,83.0,NA,NA,No,No
7/21/2017 21:00,0,25.9,83.0,NA,NA,No,No
7/21/2017 22:00,0,25.8,83.0,NA,NA,No,No
7/21/2017 23:00,0,25.8,83.0,NA,NA,No,No
7/22/2017 0:00,0,25.5,83.0,NA,NA,No,No
7/22/2017 1:00,0,25.1,82.0,WSW,1,No,No
7/22/2017 2:00,0,25,82.0,NA,NA,No,No
7/22/2017 3:00,0,24.9,83.0,NA,NA,No,No
7/22/2017 4:00,0,24.9,83.0,NA,NA,No,No
7/22/2017 5:00,0,25,83.0,NA,NA,No,No
7/22/2017 6:00,0,26.1,84.0,NA,NA,No,No
7/22/2017 7:00,0,28.6,82.0,Unknown,0,No,No
7/22/2017 8:00,0,30.6,82.0,NA,NA,No,No
7/22/2017 9:00,0,31.9,80.0,NA,NA,No,No
