time,rain_fall,temp,humidity,wind_direction,wind_speed,rain_now,rain_next_hour
3/17/2017 11:00,0,31.3,76.0,NA,NA,No,No
3/17/2017 12:00,0,31.8,89.0,NA,NA,No,No
3/17/2017 13:00,0,30.5,95.0,ENE,2,No,No
3/17/2017 14:00,0,29.7,95.0,NA,NA,No,No
3/17/2017 15:00,0,28.6,95.0,NA,NA,No,No
3/17/2017 16:00,0,28.3,93.0,NA,NA,No,No
3/17/2017 17:00,0,27.2,92.0,NA,NA,No,No
3/17/2017 18:00,0,26.5,90.0,NA,NA,No,Yes
3/17/2017 19:00,0.2,26.1,90.0,ESE,1,Yes,No
3/17/2017 20:00,0,25.5,93.0,NA,NA,No,No
3/17/2017 21:00,0,25.5,93.0,NA,NA,No,No
3/17/2017 22:00,0,25.5,95.0,NA,NA,No,Yes
3/17/2017 23:00,0.5,25.6,92.0,NA,NA,Yes,No
3/18/2017 0:00,0,25.6,91.0,NA,NA,No,No
3/18/2017 1:00,0,25.6,88.0,SE,1,No,No
3/18/2017 2:00,0,25.5,83.0,NA,NA,No,No
3/18/2017 3:00,0,25.3,84.0,NA,NA,No,No
3/18/2017 4:00,0,25.3,83.0,NA,NA,No,Yes
3/18/2017 5:00,0.1,25.3,85.0,NA,NA,Yes,No
3/18/2017 6:00,0,25.6,85.0,NA,NA,No,No
3/18/2017 7:00,0,26.5,81.0,S,1,No,Yes
3/18/2017 8:00,0.2,26.9,83.0,NA,NA,Yes,No
3/18/2017 9:00,0,27.6,84.0,NA,NA,No,No
3/18/2017 10:00,0,29.5,85.0,NA,NA,No,No
3/18/2017 11:00,0,30.1,89.0,NA,NA,No,No
3/18/2017 12:00,0,30.8,88.0,NA,NA,No,No
3/18/2017 13:00,0,30.4,81.0,ESE,4,No,No
3/18/2017 14:00,0,29.9,85.0,NA,NA,No,No
3/18/2017 15:00,0,30.3,74.0,NA,NA,No,No
3/18/2017 16:00,0,29.1,72.0,NA,NA,No,No
3/18/2017 17:00,0,28,70.0,NA,NA,No,No
3/18/2017 18:00,0,27.1,70.0,NA,NA,No,No
3/18/2017 19:00,0,27,71.0,SE,2,No,No
3/18/2017 20:00,0,26.5,70.0,NA,NA,No,No
3/18/2017 21:00,0,26.3,70.0,NA,NA,No,No
3/18/2017 22:00,0,26.1,69.0,NA,NA,No,No
3/18/2017 23:00,0,25.7,68.0,NA,NA,No,No
3/19/2017 0:00,0,25.3,68.0,NA,NA,No,No
3/19/2017 1:00,0,25.1,68.0,Unknown,0,No,No
3/19/2017 2:00,0,24.7,72.0,NA,NA,No,No
3/19/2017 3:00,0,24.4,75.0,NA,NA,No,No
3/19/2017 4:00,0,24.2,75.0,NA,NA,No,No
3/19/2017 5:00,0,24.2,76.0,NA,NA,No,No
3/19/2017 6:00,0,24.4,77.0,NA,NA,No,No
3/19/2017 7:00,0,26.3,73.0,Unknown,0,No,No
3/19/2017 8:00,0,28.3,77.0,NA,NA,No,No
3/19/2017 9:00,0,30,70.0,NA,NA,No,No
3/19/2017 10:00,0,30.4,68.0,NA,NA,No,No
3/19/2017 11:00,0,31.2,68.0,NA,NA,No,No
3/19/2017 12:00,0,31.2,69.0,NA,NA,No,No
3/19/2017 13:00,0,30.8,58.0,SE,3,No,No
3/19/2017 14:00,0,29.8,55.0,NA,NA,No,No
3/19/2017 15:00,0,28.5,59.0,NA,NA,No,No
3/19/2017 16:00,0,28,63.0,NA,NA,No,No
3/19/2017 17:00,0,27.3,67.0,NA,NA,No,No
3/19/2017 18:00,0,26.8,67.0,NA,NA,No,No
3/19/2017 19:00,0,26.6,68.0,SE,2,No,No
3/19/2017 20:00,0,26.3,67.0,NA,NA,No,No
3/19/2017 21:00,0,26,66.0,NA,NA,No,No
3/19/2017 22:00,0,25.8,64.0,NA,NA,No,No
3/19/2017 23:00,0,25.2,64.0,NA,NA,No,No
3/20/2017 0:00,0,24.7,64.0,NA,NA,No,No
3/20/2017 1:00,0,24.1,63.0,W,1,No,No
3/20/2017 2:00,0,23.9,64.0,NA,NA,No,No
3/20/2017 3:00,0,23.9,64.0,NA,NA,No,No
3/20/2017 4:00,0,23.8,67.0,NA,NA,No,No
3/20/2017 5:00,0,23.4,69.0,NA,NA,No,No
3/20/2017 6:00,0,23.7,70.0,NA,NA,No,No
3/20/2017 7:00,0,25.6,73.0,ENE,1,No,No
3/20/2017 8:00,0,28,76.0,NA,NA,No,No
3/20/2017 9:00,0,29.8,79.0,NA,NA,No,No
3/20/2017 10:00,0,31,80.0,NA,NA,No,No
3/20/2017 11:00,0,31.7,70.0,NA,NA,No,No
3/20/2017 12:00,0,31.9,69.0,NA,NA,No,No
3/20/2017 13:00,0,31.4,69.0,ESE,3,No,No
3/20/2017 14:00,0,31.1,68.0,NA,NA,No,No
3/20/2017 15:00,0,30.5,69.0,NA,NA,No,No
3/20/2017 16:00,0,28.9,69.0,NA,NA,No,No
3/20/2017 17:00,0,27.3,70.0,NA,NA,No,No
3/20/2017 18:00,0,26.5,69.0,NA,NA,No,No
3/20/2017 19:00,0,26.1,69.0,SE,2,No,No
3/20/2017 20:00,0,26,70.0,NA,NA,No,No
3/20/2017 21:00,0,25.8,73.0,NA,NA,No,No
3/20/2017 22:00,0,25.4,74.0,NA,NA,No,No
3/20/2017 23:00,0,24.9,76.0,NA,NA,No,No
3/21/2017 0:00,0,24.7,81.0,NA,NA,No,No
3/21/2017 1:00,0,24.5,84.0,Unknown,0,No,No
3/21/2017 2:00,0,24.4,87.0,NA,NA,No,No
3/21/2017 3:00,0,24.3,88.0,NA,NA,No,No
3/21/2017 4:00,0,24.1,90.0,NA,NA,No,No
3/21/2017 5:00,0,24.1,92.0,NA,NA,No,No
3/21/2017 6:00,0,24.1,91.0,NA,NA,No,No
3/21/2017 7:00,0,26.5,87.0,Unknown,0,No,No
3/21/2017 8:00,0,28.5,89.0,NA,NA,No,No
3/21/2017 9:00,0,29.6,94.0,NA,NA,No,No
3/21/2017 10:00,0,30.7,98.0,NA,NA,No,No
3/21/2017 11:00,0,31.2,94.0,NA,NA,No,No
3/21/2017 12:00,0,31.5,89.0,NA,NA,No,No
3/21/2017 13:00,0,31.5,83.0,SE,3,No,No
3/21/2017 14:00,0,30.8,79.0,NA,NA,No,No
3/21/2017 15:00,0,30.1,79.0,NA,NA,No,No
3/21/2017 16:00,0,28.6,81.0,NA,NA,No,No
3/21/2017 17:00,0,27.3,82.0,NA,NA,No,No
3/21/2017 18:00,0,26.5,83.0,NA,NA,No,No
3/21/2017 19:00,0,26.2,83.0,S,2,No,No
3/21/2017 20:00,0,26.1,83.0,NA,NA,No,No
3/21/2017 21:00,0,25.9,83.0,NA,NA,No,No
3/21/2017 22:00,0,25.5,83.0,NA,NA,No,No
3/21/2017 23:00,0,25.2,83.0,NA,NA,No,No
3/22/2017 0:00,0,24.5,83.0,NA,NA,No,No
3/22/2017 1:00,0,24.3,82.0,WSW,1,No,No
3/22/2017 2:00,0,24.2,82.0,NA,NA,No,No
3/22/2017 3:00,0,23.6,83.0,NA,NA,No,No
3/22/2017 4:00,0,23.2,83.0,NA,NA,No,No
3/22/2017 5:00,0,23.2,83.0,NA,NA,No,No
3/22/2017 6:00,0,23.6,84.0,NA,NA,No,No
3/22/2017 7:00,0,26.2,82.0,SE,1,No,No
3/22/2017 8:00,0,28.1,82.0,NA,NA,No,No
3/22/2017 9:00,0,29.9,80.0,NA,NA,No,No
3/22/2017 10:00,0,30.5,79.0,NA,NA,No,No
3/22/2017 11:00,0,31,81.0,NA,NA,No,No
3/22/2017 12:00,0,31.5,85.0,NA,NA,No,No
3/22/2017 13:00,0,31.1,85.0,SE,3,No,No
3/22/2017 14:00,0,30.6,87.0,NA,NA,No,No
3/22/2017 15:00,0,29.9,87.0,NA,NA,No,No
3/22/2017 16:00,0,28.7,88.0,NA,NA,No,No
3/22/2017 17:00,0,27.2,89.0,NA,NA,No,No
3/22/2017 18:00,0,26.7,92.0,NA,NA,No,No
3/22/2017 19:00,0,26.3,92.0,SSW,2,No,No
3/22/2017 20:00,0,26,91.0,NA,NA,No,No
3/22/2017 21:00,0,25.7,90.0,NA,NA,No,No
3/22/2017 22:00,0,25.6,92.0,NA,NA,No,No
3/22/2017 23:00,0,25.3,93.0,NA,NA,No,No
3/23/2017 0:00,0,25,93.0,NA,NA,No,No
3/23/2017 1:00,0,24.7,93.0,SSW,1,No,No
3/23/2017 2:00,0,24.6,94.0,NA,NA,No,No
3/23/2017 3:00,0,24.2,94.0,NA,NA,No,No
3/23/2017 4:00,0,24.1,95.0,NA,NA,No,No
3/23/2017 5:00,0,24.2,96.0,NA,NA,No,No
3/23/2017 6:00,0,24.5,98.0,NA,NA,No,No
3/23/2017 7:00,0,27.3,98.0,Unknown,0,No,No
3/23/2017 8:00,0,29.1,95.0,NA,NA,No,No
3/23/2017 9:00,0,30.4,92.0,NA,NA,No,No
3/23/2017 10:00,0,31.3,87.0,NA,NA,No,No
3/23/2017 11:00,0,31.8,79.0,NA,NA,No,No
3/23/2017 12:00,0,32.1,79.0,NA,NA,No,No
3/23/2017 13:00,0,31.2,82.0,SE,3,No,No
3/23/2017 14:00,0,30.9,82.0,NA,NA,No,No
3/23/2017 15:00,0,30.2,86.0,NA,NA,No,No
3/23/2017 16:00,0,29.1,88.0,NA,NA,No,No
3/23/2017 17:00,0,27.3,90.0,NA,NA,No,No
3/23/2017 18:00,0,26.4,91.0,NA,NA,No,No
3/23/2017 19:00,0,26.2,92.0,S,2,No,No
3/23/2017 20:00,0,26,93.0,NA,NA,No,No
3/23/2017 21:00,0,26,95.0,NA,NA,No,No
3/23/2017 22:00,0,25.7,97.0,NA,NA,No,No
3/23/2017 23:00,0,25.3,97.0,NA,NA,No,No
3/24/2017 0:00,0,24.9,96.0,NA,NA,No,No
3/24/2017 1:00,0,24.4,96.0,Unknown,0,No,No
3/24/2017 2:00,0,24.3,96.0,NA,NA,No,No
3/24/2017 3:00,0,24,96.0,NA,NA,No,No
3/24/2017 4:00,0,23.6,96.0,NA,NA,No,No
3/24/2017 5:00,0,23.5,96.0,NA,NA,No,No
3/24/2017 6:00,0,24.1,96.0,NA,NA,No,No
3/24/2017 7:00,0,26.2,93.0,Unknown,0,No,No
3/24/2017 8:00,0,28.5,93.0,NA,NA,No,No
3/24/2017 9:00,0,30.4,90.0,NA,NA,No,No
3/24/2017 10:00,0,31.3,90.0,NA,NA,No,No
3/24/2017 11:00,0,31.3,90.0,NA,NA,No,No
3/24/2017 12:00,0,31.5,87.0,NA,NA,No,No
3/24/2017 13:00,0,31.4,77.0,ESE,3,No,No
3/24/2017 14:00,0,31.3,79.0,NA,NA,No,No
3/24/2017 15:00,0,30.3,82.0,NA,NA,No,No
3/24/2017 16:00,0,29.8,84.0,NA,NA,No,No
3/24/2017 17:00,0,28,86.0,NA,NA,No,No
3/24/2017 18:00,0,27.2,89.0,NA,NA,No,No
3/24/2017 19:00,0,26.8,91.0,SSW,1,No,No
3/24/2017 20:00,0,26.4,90.0,NA,NA,No,No
3/24/2017 21:00,0,26.3,91.0,NA,NA,No,No
3/24/2017 22:00,0,25.5,91.0,NA,NA,No,No
3/24/2017 23:00,0,25.2,90.0,NA,NA,No,No
3/25/2017 0:00,0,24.9,91.0,NA,NA,No,No
3/25/2017 1:00,0,24.5,92.0,S,1,No,No
3/25/2017 2:00,0,24.2,92.0,NA,NA,No,No
3/25/2017 3:00,0,23.8,92.0,NA,NA,No,No
3/25/2017 4:00,0,23.7,91.0,NA,NA,No,No
3/25/2017 5:00,0,23.9,91.0,NA,NA,No,No
3/25/2017 6:00,0,24.4,92.0,NA,NA,No,No
3/25/2017 7:00,0,26,89.0,ESE,1,No,No
3/25/2017 8:00,0,28.5,86.0,NA,NA,No,No
3/25/2017 9:00,0,30.2,81.0,NA,NA,No,No
3/25/2017 10:00,0,31.3,80.0,NA,NA,No,No
3/25/2017 11:00,0,31.6,71.0,NA,NA,No,No
3/25/2017 12:00,0,31.3,70.0,NA,NA,No,No
3/25/2017 13:00,0,31.2,69.0,SE,5,No,No
3/25/2017 14:00,0,30.6,72.0,NA,NA,No,No
3/25/2017 15:00,0,28.6,76.0,NA,NA,No,No
3/25/2017 16:00,0,28,79.0,NA,NA,No,Yes
3/25/2017 17:00,0.1,27.5,84.0,NA,NA,Yes,Yes
3/25/2017 18:00,0.9,26.9,94.0,NA,NA,Yes,No
3/25/2017 19:00,0,26.6,97.0,SSE,1,No,No
3/25/2017 20:00,0,26.4,98.0,NA,NA,No,No
3/25/2017 21:00,0,26.3,97.0,NA,NA,No,No
3/25/2017 22:00,0,26.3,97.0,NA,NA,No,No
3/25/2017 23:00,0,26.1,97.0,NA,NA,No,No
3/26/2017 0:00,0,25.9,97.0,NA,NA,No,No
3/26/2017 1:00,0,25.7,97.0,Unknown,0,No,No
3/26/2017 2:00,0,25.6,97.0,NA,NA,No,No
3/26/2017 3:00,0,25.4,97.0,NA,NA,No,No
3/26/2017 4:00,0,25.3,97.0,NA,NA,No,No
3/26/2017 5:00,0,24.8,97.0,NA,NA,No,No
3/26/2017 6:00,0,25.2,98.0,NA,NA,No,No
3/26/2017 7:00,0,27.3,97.0,E,1,No,No
3/26/2017 8:00,0,28.8,97.0,NA,NA,No,No
3/26/2017 9:00,0,29.9,97.0,NA,NA,No,No
3/26/2017 10:00,0,30.5,97.0,NA,NA,No,No
3/26/2017 11:00,0,30.1,97.0,NA,NA,No,No
3/26/2017 12:00,0,30.1,96.0,NA,NA,No,No
3/26/2017 13:00,0,29.1,96.0,ESE,3,No,No
3/26/2017 14:00,0,29.3,96.0,NA,NA,No,No
3/26/2017 15:00,0,28.2,96.0,NA,NA,No,No
3/26/2017 16:00,0,26.2,96.0,NA,NA,No,No
3/26/2017 17:00,0,25.1,96.0,NA,NA,No,No
3/26/2017 18:00,0,24.1,96.0,NA,NA,No,Yes
3/26/2017 19:00,1.6,23.4,96.0,SSE,1,Yes,Yes
3/26/2017 20:00,6.4,22.2,96.0,NA,NA,Yes,Yes
3/26/2017 21:00,3.3,21.8,95.0,NA,NA,Yes,No
3/26/2017 22:00,0,22.2,95.0,NA,NA,No,Yes
3/26/2017 23:00,1.6,22.5,95.0,NA,NA,Yes,Yes
3/27/2017 0:00,3.5,22.1,95.0,NA,NA,Yes,Yes
3/27/2017 1:00,5.2,21.5,95.0,SSW,1,Yes,Yes
3/27/2017 2:00,1.4,21.4,95.0,NA,NA,Yes,No
3/27/2017 3:00,0,21.7,96.0,NA,NA,No,No
3/27/2017 4:00,0,22,96.0,NA,NA,No,No
3/27/2017 5:00,0,22.1,96.0,NA,NA,No,Yes
3/27/2017 6:00,0.5,22.1,96.0,NA,NA,Yes,Yes
3/27/2017 7:00,0.9,22.2,96.0,ESE,1,Yes,No
3/27/2017 8:00,0,22.9,96.0,NA,NA,No,Yes
3/27/2017 9:00,1,23.1,91.0,NA,NA,Yes,Yes
3/27/2017 10:00,2.2,22.8,88.0,NA,NA,Yes,Yes
3/27/2017 11:00,0.7,22.7,86.0,NA,NA,Yes,Yes
3/27/2017 12:00,3,22.9,85.0,NA,NA,Yes,Yes
3/27/2017 13:00,2.4,23,90.0,SE,1,Yes,Yes
3/27/2017 14:00,1.4,22.9,89.0,NA,NA,Yes,Yes
3/27/2017 15:00,0.7,22.6,90.0,NA,NA,Yes,No
3/27/2017 16:00,0,22.4,89.0,NA,NA,No,No
3/27/2017 17:00,0,22.6,89.0,NA,NA,No,No
3/27/2017 18:00,0,22.5,92.0,NA,NA,No,No
3/27/2017 19:00,0,22.5,94.0,SSE,1,No,No
3/27/2017 20:00,0,22.5,95.0,NA,NA,No,No
3/27/2017 21:00,0,22.3,95.0,NA,NA,No,No
3/27/2017 22:00,0,22.3,94.0,NA,NA,No,No
3/27/2017 23:00,0,22.3,94.0,NA,NA,No,No
3/28/2017 0:00,0,22.3,95.0,NA,NA,No,No
3/28/2017 1:00,0,22.2,95.0,SSW,1,No,No
3/28/2017 2:00,0,22.2,95.0,NA,NA,No,No
3/28/2017 3:00,0,22.3,96.0,NA,NA,No,No
3/28/2017 4:00,0,22.3,96.0,NA,NA,No,No
3/28/2017 5:00,0,22.3,97.0,NA,NA,No,No
3/28/2017 6:00,0,22.3,97.0,NA,NA,No,Yes
3/28/2017 7:00,0.7,22.3,96.0,SE,1,Yes,Yes
3/28/2017 8:00,0.4,22.8,94.0,NA,NA,Yes,No
3/28/2017 9:00,0,23.7,95.0,NA,NA,No,No
3/28/2017 10:00,0,24.4,92.0,NA,NA,No,No
3/28/2017 11:00,0,25.8,90.0,NA,NA,No,No
3/28/2017 12:00,0,26.6,89.0,NA,NA,No,No
3/28/2017 13:00,0,25.8,92.0,SE,1,No,No
3/28/2017 14:00,0,26.3,91.0,NA,NA,No,No
3/28/2017 15:00,0,26.4,89.0,NA,NA,No,No
3/28/2017 16:00,0,25.5,88.0,NA,NA,No,No
3/28/2017 17:00,0,24.3,87.0,NA,NA,No,No
3/28/2017 18:00,0,23.6,87.0,NA,NA,No,No
3/28/2017 19:00,0,23.3,87.0,Unknown,0,No,No
3/28/2017 20:00,0,23.2,89.0,NA,NA,No,No
3/28/2017 21:00,0,23.1,92.0,NA,NA,No,No
3/28/2017 22:00,0,22.9,94.0,NA,NA,No,No
3/28/2017 23:00,0,22.7,94.0,NA,NA,No,No
3/29/2017 0:00,0,22.5,93.0,NA,NA,No,No
3/29/2017 1:00,0,22.3,93.0,Unknown,0,No,No
3/29/2017 2:00,0,22.3,94.0,NA,NA,No,No
3/29/2017 3:00,0,22.3,96.0,NA,NA,No,No
3/29/2017 4:00,0,22.4,96.0,NA,NA,No,No
3/29/2017 5:00,0,22.4,96.0,NA,NA,No,No
3/29/2017 6:00,0,22.7,97.0,NA,NA,No,No
3/29/2017 7:00,0,24.3,97.0,Unknown,0,No,No
3/29/2017 8:00,0,26.5,93.0,NA,NA,No,No
3/29/2017 9:00,0,28.3,90.0,NA,NA,No,No
3/29/2017 10:00,0,29.4,89.0,NA,NA,No,No
3/29/2017 11:00,0,30.2,90.0,NA,NA,No,No
3/29/2017 12:00,0,30.1,89.0,NA,NA,No,No
3/29/2017 13:00,0,29.5,89.0,NNW,2,No,No
3/29/2017 14:00,0,29.7,92.0,NA,NA,No,No
3/29/2017 15:00,0,29.2,95.0,NA,NA,No,No
3/29/2017 16:00,0,28.1,95.0,NA,NA,No,No
3/29/2017 17:00,0,27.4,95.0,NA,NA,No,No
3/29/2017 18:00,0,26.9,95.0,NA,NA,No,No
3/29/2017 19:00,0,26.7,96.0,Unknown,0,No,No
3/29/2017 20:00,0,26.4,96.0,NA,NA,No,No
3/29/2017 21:00,0,26.2,96.0,NA,NA,No,No
3/29/2017 22:00,0,25.8,95.0,NA,NA,No,No
3/29/2017 23:00,0,25.4,95.0,NA,NA,No,No
3/30/2017 0:00,0,25.3,95.0,NA,NA,No,No
3/30/2017 1:00,0,24.9,95.0,NW,1,No,No
3/30/2017 2:00,0,24.7,95.0,NA,NA,No,No
3/30/2017 3:00,0,24.6,96.0,NA,NA,No,No
3/30/2017 4:00,0,24.6,96.0,NA,NA,No,No
3/30/2017 5:00,0,24.6,96.0,NA,NA,No,No
3/30/2017 6:00,0,25,97.0,NA,NA,No,No
3/30/2017 7:00,0,27.9,96.0,Unknown,0,No,No
3/30/2017 8:00,0,29.7,91.0,NA,NA,No,No
3/30/2017 9:00,0,30.6,86.0,NA,NA,No,No
3/30/2017 10:00,0,30.9,82.0,NA,NA,No,Yes
3/30/2017 11:00,5.9,29.8,76.0,NA,NA,Yes,No
3/30/2017 12:00,0,31.2,76.0,NA,NA,No,No
3/30/2017 13:00,0,31.3,76.0,NW,2,No,No
3/30/2017 14:00,0,30.4,76.0,NA,NA,No,No
3/30/2017 15:00,0,28.7,77.0,NA,NA,No,Yes
3/30/2017 16:00,0.7,27.7,82.0,NA,NA,Yes,Yes
3/30/2017 17:00,1.6,27,86.0,NA,NA,Yes,Yes
3/30/2017 18:00,0.2,26.3,89.0,NA,NA,Yes,No
3/30/2017 19:00,0,26.2,89.0,NW,1,No,No
3/30/2017 20:00,0,26,90.0,NA,NA,No,No
3/30/2017 21:00,0,25.4,90.0,NA,NA,No,No
3/30/2017 22:00,0,25.3,93.0,NA,NA,No,No
3/30/2017 23:00,0,25.2,94.0,NA,NA,No,No
3/31/2017 0:00,0,25,95.0,NA,NA,No,No
3/31/2017 1:00,0,24.6,94.0,Unknown,0,No,No
3/31/2017 2:00,0,24.8,95.0,NA,NA,No,No
3/31/2017 3:00,0,24.5,96.0,NA,NA,No,No
3/31/2017 4:00,0,24.4,95.0,NA,NA,No,No
3/31/2017 5:00,0,24.3,96.0,NA,NA,No,No
3/31/2017 6:00,0,24.6,92.0,NA,NA,No,No
3/31/2017 7:00,0,26.7,90.0,Unknown,0,No,No
3/31/2017 8:00,0,28.8,89.0,NA,NA,No,No
3/31/2017 9:00,0,30.8,83.0,NA,NA,No,No
3/31/2017 10:00,0,32,76.0,NA,NA,No,No
3/31/2017 11:00,0,32.2,73.0,NA,NA,No,No
3/31/2017 12:00,0,31.9,74.0,NA,NA,No,No
3/31/2017 13:00,0,31.1,74.0,SE,3,No,No
3/31/2017 14:00,0,31,76.0,NA,NA,No,No
3/31/2017 15:00,0,29.8,76.0,NA,NA,No,No
3/31/2017 16:00,0,28.3,78.0,NA,NA,No,Yes
3/31/2017 17:00,0.5,27.3,83.0,NA,NA,Yes,Yes
3/31/2017 18:00,0.2,25.8,88.0,NA,NA,Yes,No
3/31/2017 19:00,0,25.1,92.0,Unknown,0,No,No
3/31/2017 20:00,0,25.2,92.0,NA,NA,No,No
3/31/2017 21:00,0,25.2,92.0,NA,NA,No,No
3/31/2017 22:00,0,25.2,93.0,NA,NA,No,No
3/31/2017 23:00,0,25,93.0,NA,NA,No,No
4/1/2017 0:00,0,24.9,90.0,NA,NA,No,No
4/1/2017 1:00,0,24.7,92.0,Unknown,0,No,No
4/1/2017 2:00,0,24.2,91.0,NA,NA,No,No
4/1/2017 3:00,0,23.7,92.0,NA,NA,No,No
4/1/2017 4:00,0,23.6,92.0,NA,NA,No,No
4/1/2017 5:00,0,23.4,89.0,NA,NA,No,No
4/1/2017 6:00,0,23.5,88.0,NA,NA,No,No
4/1/2017 7:00,0,24.1,87.0,N,3,No,No
4/1/2017 8:00,0,24.2,81.0,NA,NA,No,No
4/1/2017 9:00,0,24.7,79.0,NA,NA,No,No
4/1/2017 10:00,0,25.4,78.0,NA,NA,No,No
4/1/2017 11:00,0,25.7,77.0,NA,NA,No,No
4/1/2017 12:00,0,25,78.0,NA,NA,No,No
4/1/2017 13:00,0,24.6,78.0,N,3,No,No
4/1/2017 14:00,0,24.1,80.0,NA,NA,No,No
4/1/2017 15:00,0,24.1,87.0,NA,NA,No,No
4/1/2017 16:00,0,23.8,91.0,NA,NA,No,No
4/1/2017 17:00,0,23.2,89.0,NA,NA,No,No
4/1/2017 18:00,0,23.1,95.0,NA,NA,No,No
4/1/2017 19:00,0,23,90.0,NNW,3,No,No
4/1/2017 20:00,0,22.9,84.0,NA,NA,No,No
4/1/2017 21:00,0,22.3,85.0,NA,NA,No,No
4/1/2017 22:00,0,22.2,85.0,NA,NA,No,No
4/1/2017 23:00,0,22.1,85.0,NA,NA,No,No
4/2/2017 0:00,0,22,86.0,NA,NA,No,No
4/2/2017 1:00,0,22.1,90.0,N,2,No,No
4/2/2017 2:00,0,22.2,93.0,NA,NA,No,No
4/2/2017 3:00,0,22.2,94.0,NA,NA,No,No
4/2/2017 4:00,0,22.2,96.0,NA,NA,No,No
4/2/2017 5:00,0,22.2,96.0,NA,NA,No,No
4/2/2017 6:00,0,22.6,95.0,NA,NA,No,No
4/2/2017 7:00,0,23.2,90.0,NNW,1,No,Yes
4/2/2017 8:00,0.1,22.8,77.0,NA,NA,Yes,No
4/2/2017 9:00,0,23.3,71.0,NA,NA,No,No
4/2/2017 10:00,0,23.5,71.0,NA,NA,No,Yes
4/2/2017 11:00,0.8,22.9,72.0,NA,NA,Yes,No
4/2/2017 12:00,0,22.7,73.0,NA,NA,No,No
4/2/2017 13:00,0,23.2,73.0,NW,2,No,No
4/2/2017 14:00,0,23.5,75.0,NA,NA,No,No
4/2/2017 15:00,0,23.4,77.0,NA,NA,No,Yes
4/2/2017 16:00,2.5,22.4,80.0,NA,NA,Yes,Yes
4/2/2017 17:00,1.8,22.1,85.0,NA,NA,Yes,Yes
4/2/2017 18:00,0.1,21.8,86.0,NA,NA,Yes,Yes
4/2/2017 19:00,0.1,21.7,87.0,NW,2,Yes,No
4/2/2017 20:00,0,21.8,85.0,NA,NA,No,No
4/2/2017 21:00,0,22.2,85.0,NA,NA,No,Yes
4/2/2017 22:00,0.3,22.4,87.0,NA,NA,Yes,Yes
4/2/2017 23:00,0.1,22.1,88.0,NA,NA,Yes,Yes
4/3/2017 0:00,0.8,21.8,85.0,NA,NA,Yes,Yes
4/3/2017 1:00,0.9,21.5,84.0,NW,2,Yes,Yes
4/3/2017 2:00,0.4,21.4,86.0,NA,NA,Yes,Yes
4/3/2017 3:00,0.2,21.4,85.0,NA,NA,Yes,No
4/3/2017 4:00,0,21.8,78.0,NA,NA,No,Yes
4/3/2017 5:00,0.1,21.8,78.0,NA,NA,Yes,Yes
4/3/2017 6:00,0.2,21.8,75.0,NA,NA,Yes,Yes
4/3/2017 7:00,1.7,22.4,84.0,WNW,2,Yes,Yes
4/3/2017 8:00,0.2,23.7,83.0,NA,NA,Yes,No
4/3/2017 9:00,0,24.4,83.0,NA,NA,No,Yes
4/3/2017 10:00,0.2,23.6,97.0,NA,NA,Yes,No
4/3/2017 11:00,0,24.2,97.0,NA,NA,No,No
4/3/2017 12:00,0,24.8,96.0,NA,NA,No,No
4/3/2017 13:00,0,24.8,92.0,WNW,1,No,No
4/3/2017 14:00,0,24.5,95.0,NA,NA,No,No
4/3/2017 15:00,0,24.6,96.0,NA,NA,No,Yes
4/3/2017 16:00,0.2,24.3,96.0,NA,NA,Yes,No
4/3/2017 17:00,0,24.2,96.0,NA,NA,No,No
4/3/2017 18:00,0,24,96.0,NA,NA,No,No
4/3/2017 19:00,0,23.7,97.0,Unknown,0,No,No
4/3/2017 20:00,0,23.6,97.0,NA,NA,No,No
4/3/2017 21:00,0,23.3,97.0,NA,NA,No,No
4/3/2017 22:00,0,23.3,97.0,NA,NA,No,No
4/3/2017 23:00,0,23.4,97.0,NA,NA,No,No
4/4/2017 0:00,0,23.3,96.0,NA,NA,No,No
4/4/2017 1:00,0,23,93.0,NNW,1,No,No
4/4/2017 2:00,0,22.7,93.0,NA,NA,No,No
4/4/2017 3:00,0,22.5,95.0,NA,NA,No,No
4/4/2017 4:00,0,22.4,94.0,NA,NA,No,No
4/4/2017 5:00,0,22.4,95.0,NA,NA,No,No
4/4/2017 6:00,0,23,94.0,NA,NA,No,No
4/4/2017 7:00,0,24.9,95.0,WNW,1,No,No
4/4/2017 8:00,0,26.3,95.0,NA,NA,No,No
4/4/2017 9:00,0,27.5,94.0,NA,NA,No,No
4/4/2017 10:00,0,28.1,94.0,NA,NA,No,No
4/4/2017 11:00,0,28.5,93.0,NA,NA,No,No
4/4/2017 12:00,0,29.1,91.0,NA,NA,No,No
4/4/2017 13:00,0,29,92.0,NNE,1,No,No
4/4/2017 14:00,0,28.4,94.0,NA,NA,No,No
4/4/2017 15:00,0,27.7,96.0,NA,NA,No,No
4/4/2017 16:00,0,26.8,94.0,NA,NA,No,No
4/4/2017 17:00,0,26,94.0,NA,NA,No,No
4/4/2017 18:00,0,25.3,95.0,NA,NA,No,No
4/4/2017 19:00,0,25,96.0,Unknown,0,No,No
4/4/2017 20:00,0,24.5,96.0,NA,NA,No,No
4/4/2017 21:00,0,24.1,93.0,NA,NA,No,No
4/4/2017 22:00,0,23.5,95.0,NA,NA,No,No
